id,category,amount
1248,Shopping,2426.31
1249,Food,1812.01
1250,Travel,3607.29
1251,Rent,2973.09
1252,Travel,2294.73
1253,Travel,1530.24
1254,Rent,1667.76
1255,Utilities,1905.65
1256,Shopping,2206.71
1257,Rent,4079.22
1258,Utilities,689.26
1259,Shopping,3020.02
1260,Travel,2400.26
1261,Travel,4823.23
1262,Shopping,1464.33
1263,Rent,4839.14
1264,Travel,1636.17
1265,Shopping,4084.31
1266,Rent,1831.43
1267,Utilities,1007.0
1268,Utilities,907.84
1269,Utilities,144.31
1270,Rent,4715.44
1271,Travel,2197.89
1272,Shopping,4158.1
1273,Food,4096.64
1274,Rent,3368.16
1275,Travel,3170.35
1276,Travel,1270.88
1277,Travel,3579.03
1278,Rent,379.09
1279,Utilities,2401.38
1280,Rent,2676.49
1281,Rent,2722.79
1282,Shopping,3511.16
1283,Utilities,2973.16
1284,Food,555.75
1285,Travel,3291.43
1286,Shopping,840.03
1287,Utilities,231.04
1288,Rent,4834.39
1289,Shopping,4828.93
1290,Rent,538.66
1291,Food,1301.1
1292,Utilities,3736.8
1293,Utilities,2906.79
1294,Utilities,1112.95
1295,Shopping,1961.76
1296,Utilities,3455.28
1297,Travel,1731.39
1298,Food,2419.03
1299,Shopping,2085.72
1300,Food,589.19
1301,Travel,1748.16
1302,Shopping,2282.11
1303,Travel,2610.36
1304,Shopping,2386.05
1305,Rent,3612.75
1306,Rent,1601.36
1307,Shopping,232.97
1308,Food,122.7
1309,Shopping,3243.37
1310,Travel,4650.31
1311,Travel,2584.81
1312,Utilities,809.08
1313,Utilities,2137.58
1314,Rent,1166.96
1315,Rent,3152.5
1316,Travel,3205.99
1317,Rent,1983.96
1318,Utilities,4416.66
1319,Rent,2965.09
1320,Rent,32.21
1321,Travel,1036.86
1322,Food,2890.97
1323,Utilities,942.93
1324,Shopping,993.4
1325,Food,1319.14
1326,Rent,2643.3
1327,Shopping,2988.88
1328,Utilities,1968.79
1329,Food,1746.14
1330,Rent,3090.64
1331,Shopping,4594.23
1332,Utilities,432.91
1333,Travel,1572.8
1334,Travel,1533.85
1335,Travel,1872.8
1336,Travel,2559.02
1337,Rent,2986.16
1338,Utilities,1924.71
1339,Travel,2438.48
1340,Utilities,3470.23
1341,Travel,2779.01
1342,Rent,1451.29
1343,Travel,1579.75
1344,Rent,3100.86
1345,Shopping,4759.69
1346,Rent,691.31
1347,Rent,4819.51
1348,Utilities,3268.82
1349,Rent,3426.64
1350,Rent,3553.61
1351,Rent,2448.61
1352,Food,2831.34
1353,Travel,1467.53
1354,Shopping,1131.97
1355,Shopping,849.36
1356,Rent,2832.6
1357,Rent,2753.13
1358,Food,2867.84
1359,Shopping,3877.81
1360,Shopping,2714.8
1361,Food,3802.42
1362,Rent,2736.3
1363,Rent,521.06
1364,Travel,1495.57
1365,Food,2254.16
1366,Shopping,4312.38
1367,Food,2200.96
1368,Food,3880.4
1369,Travel,1057.29
1370,Utilities,3448.78
1371,Utilities,3167.53
1372,Travel,3084.59
1373,Travel,4069.51
1374,Food,2854.67
1375,Utilities,1412.61
1376,Utilities,850.2
1377,Shopping,1453.77
1378,Shopping,4762.46
1379,Utilities,4927.59
1380,Food,686.59
1381,Rent,4594.66
1382,Shopping,4336.57
1383,Travel,3510.12
1384,Travel,1255.89
1385,Shopping,4144.12
1386,Rent,2452.4
1387,Utilities,3165.69
1388,Rent,1882.11
1389,Food,3171.8
1390,Food,2020.23
1391,Shopping,3476.57
1392,Shopping,2278.93
1393,Rent,1643.17
1394,Food,4345.85
1395,Food,3657.35
1396,Rent,3177.85
1397,Shopping,4252.03
1398,Utilities,1994.6
1399,Rent,4125.99
1400,Rent,1350.0
1401,Shopping,1695.4
1402,Utilities,661.67
1403,Rent,3943.64
1404,Food,239.26
1405,Rent,91.24
1406,Travel,2212.02
1407,Food,4959.27
1408,Rent,1019.57
1409,Travel,4411.92
1410,Shopping,803.3
1411,Shopping,475.77
1412,Shopping,1259.44
1413,Shopping,3325.9
1414,Travel,268.42
1415,Shopping,3632.68
1416,Travel,2151.86
1417,Food,3521.45
1418,Food,1074.97
1419,Food,672.17
1420,Travel,2602.03
1421,Rent,56.34
1422,Shopping,4087.37
1423,Rent,3473.21
1424,Rent,363.43
1425,Rent,455.76
1426,Food,524.98
1427,Shopping,4406.14
1428,Travel,1919.78
1429,Travel,3211.46
1430,Travel,351.37
1431,Utilities,52.29
1432,Travel,2206.1
1433,Travel,3144.12
1434,Travel,4600.27
1435,Utilities,3435.97
1436,Travel,442.57
1437,Food,708.67
1438,Food,2951.97
1439,Rent,1764.16
1440,Rent,1579.37
1441,Travel,1246.45
1442,Food,1248.35
1443,Utilities,3004.04
1444,Utilities,1431.75
1445,Food,4240.98
1446,Shopping,1035.17
1447,Utilities,2552.52
1448,Rent,1484.75
1449,Food,3921.17
1450,Travel,2479.49
1451,Food,1213.0
1452,Utilities,364.35
1453,Food,4934.54
1454,Shopping,668.59
1455,Utilities,2110.11
1456,Utilities,3417.88
1457,Rent,4772.72
1458,Food,93.28
1459,Food,78.83
1460,Travel,208.74
1461,Food,4743.91
1462,Rent,2537.99
1463,Utilities,3837.88
1464,Rent,3512.04
1465,Food,3206.28
1466,Utilities,3084.07
1467,Shopping,427.15
1468,Food,2561.41
1469,Travel,4871.82
1470,Travel,2686.59
1471,Rent,2936.32
1472,Food,1557.75
1473,Rent,3652.49
1474,Travel,298.95
1475,Food,4623.89
1476,Food,2272.33
1477,Utilities,284.59
1478,Travel,606.02
1479,Travel,3510.48
1480,Travel,2487.1
1481,Shopping,2619.8
1482,Shopping,843.15
1483,Travel,3751.38
1484,Shopping,3667.35
1485,Food,3859.44
1486,Food,1681.71
1487,Rent,1367.18
1488,Food,1322.12
1489,Utilities,3141.39
1490,Rent,2281.44
1491,Shopping,286.64
1492,Utilities,842.74
1493,Travel,1283.03
1494,Food,4472.4
1495,Food,1149.74
1496,Utilities,22.82
1497,Food,1230.31
1498,Rent,1826.24
1499,Travel,903.02
1500,Food,2768.8
1501,Rent,1130.33
1502,Travel,2087.12
1503,Shopping,1363.58
1504,Food,2861.96
1505,Food,2515.18
1506,Food,904.93
1507,Utilities,4907.26
1508,Rent,353.94
1509,Rent,4331.5
1510,Shopping,1643.23
1511,Utilities,2289.16
1512,Shopping,1011.35
1513,Utilities,3924.69
1514,Utilities,1220.49
1515,Shopping,2962.54
1516,Rent,4988.96
1517,Travel,3664.99
1518,Utilities,3804.81
1519,Travel,761.33
1520,Rent,129.31
1521,Utilities,1738.65
1522,Food,4755.44
1523,Food,3797.06
1524,Rent,4246.54
1525,Shopping,528.71
1526,Utilities,4915.75
1527,Rent,2465.22
1528,Food,4863.07
1529,Travel,3561.15
1530,Food,229.06
1531,Travel,4487.46
1532,Utilities,2071.15
1533,Shopping,2297.71
1534,Food,2908.05
1535,Utilities,676.23
1536,Rent,383.4
1537,Utilities,320.79
1538,Travel,1191.49
1539,Shopping,4256.06
1540,Rent,3506.62
1541,Shopping,1597.11
1542,Shopping,1175.72
1543,Travel,689.2
1544,Utilities,553.77
1545,Food,830.23
1546,Rent,1577.03
1547,Food,2684.26
1548,Travel,2265.07
1549,Rent,1332.39
1550,Food,461.2
1551,Shopping,4133.67
1552,Utilities,211.25
1553,Shopping,750.14
1554,Travel,4842.32
1555,Rent,2572.16
1556,Shopping,1308.23
1557,Travel,165.1
1558,Rent,4274.46
1559,Utilities,3742.91
1560,Travel,482.68
1561,Food,4021.44
1562,Travel,616.05
1563,Food,4153.56
1564,Travel,662.27
1565,Rent,1867.48
1566,Food,2915.8
1567,Shopping,4587.97
1568,Food,118.78
1569,Food,996.77
1570,Rent,4048.4
1571,Food,4526.34
1572,Shopping,621.41
1573,Rent,262.68
1574,Utilities,2171.45
1575,Rent,2485.67
1576,Rent,3419.23
1577,Travel,1776.18
1578,Travel,1382.16
1579,Rent,4418.28
1580,Food,3074.39
1581,Utilities,1236.47
1582,Shopping,2499.47
1583,Utilities,2400.36
1584,Food,1406.08
1585,Travel,2101.98
1586,Utilities,1253.25
1587,Utilities,3976.28
1588,Rent,3911.76
1589,Shopping,2403.63
1590,Rent,1726.73
1591,Utilities,2516.94
1592,Rent,1359.47
1593,Food,1601.2
1594,Travel,156.22
1595,Shopping,302.37
1596,Rent,2651.87
1597,Utilities,4998.03
1598,Travel,509.67
1599,Travel,1339.97
1600,Food,3822.61
1601,Travel,2882.7
1602,Rent,1780.48
1603,Travel,888.74
1604,Utilities,1596.84
1605,Shopping,4570.76
1606,Food,3520.23
1607,Shopping,4738.32
1608,Utilities,719.09
1609,Travel,4185.12
1610,Rent,2715.2
1611,Travel,2457.28
1612,Food,290.28
1613,Utilities,1101.86
1614,Utilities,2395.17
1615,Shopping,4590.3
1616,Travel,4034.16
1617,Shopping,3587.52
1618,Shopping,307.18
1619,Travel,2937.18
1620,Travel,3874.09
1621,Utilities,4304.74
1622,Food,1874.22
1623,Rent,2934.22
1624,Shopping,1515.81
1625,Travel,4879.54
1626,Rent,3961.29
1627,Rent,3249.41
1628,Travel,3538.84
1629,Utilities,3470.87
1630,Utilities,3937.09
1631,Travel,3331.0
1632,Travel,1898.14
1633,Shopping,645.47
1634,Food,4744.45
1635,Utilities,1964.09
1636,Utilities,171.59
1637,Utilities,1597.9
1638,Utilities,1112.27
1639,Utilities,529.51
1640,Rent,711.81
1641,Food,1197.6
1642,Shopping,847.76
1643,Food,4110.09
1644,Shopping,2238.68
1645,Shopping,1056.32
1646,Food,1758.9
1647,Food,3604.86
1648,Food,1935.83
1649,Rent,4845.82
1650,Rent,2470.48
1651,Rent,1762.64
1652,Rent,516.13
1653,Rent,3945.76
1654,Utilities,3258.34
1655,Travel,821.66
1656,Food,3997.98
1657,Food,1481.59
1658,Shopping,1313.03
1659,Food,380.26
1660,Travel,4440.78
1661,Travel,3662.61
1662,Utilities,4709.75
1663,Food,1696.37
1664,Utilities,4467.2
1665,Food,2162.3
1666,Travel,3040.51
1667,Rent,793.95
1668,Food,1662.16
1669,Travel,2052.31
1670,Utilities,3612.97
1671,Utilities,1333.67
1672,Shopping,1494.03
1673,Food,257.68
1674,Utilities,2752.82
1675,Rent,776.41
1676,Shopping,29.04
1677,Food,1479.8
1678,Utilities,2406.84
1679,Food,138.42
1680,Travel,3194.57
1681,Food,2373.12
1682,Food,1548.68
1683,Rent,2360.01
1684,Shopping,464.77
1685,Utilities,1943.76
1686,Shopping,4428.61
1687,Shopping,941.05
1688,Food,1323.85
1689,Rent,1324.37
1690,Shopping,2825.59
1691,Travel,3763.65
1692,Food,437.68
1693,Shopping,4042.82
1694,Rent,4853.82
1695,Utilities,1145.29
1696,Food,4205.58
1697,Utilities,2098.97
1698,Utilities,3438.47
1699,Rent,2867.84
1700,Travel,2386.55
1701,Food,1980.07
1702,Food,2515.49
1703,Utilities,4004.25
1704,Utilities,745.76
1705,Rent,872.67
1706,Travel,4861.1
1707,Travel,639.67
1708,Rent,401.06
1709,Rent,1017.58
1710,Travel,4172.2
1711,Shopping,1605.55
1712,Food,444.27
1713,Utilities,1992.8
1714,Shopping,4284.55
1715,Utilities,2296.2
1716,Food,3934.89
1717,Utilities,2942.0
1718,Rent,571.47
1719,Travel,749.52
1720,Utilities,2917.56
1721,Food,4625.39
1722,Utilities,3899.93
1723,Shopping,4338.7
1724,Shopping,4390.69
1725,Shopping,1921.39
1726,Rent,2864.4
1727,Rent,196.95
1728,Shopping,2020.84
1729,Utilities,3047.19
1730,Rent,203.52
1731,Shopping,3455.66
1732,Food,3731.29
1733,Shopping,4486.19
1734,Food,1695.95
1735,Shopping,1561.64
1736,Rent,4292.59
1737,Food,4862.76
1738,Travel,680.58
1739,Rent,3872.41
1740,Shopping,1354.41
1741,Rent,3028.85
1742,Food,947.8
1743,Travel,4568.03
1744,Rent,3707.31
1745,Utilities,4337.27
1746,Food,2581.2
1747,Travel,337.43
1748,Utilities,2022.89
1749,Utilities,4397.87
1750,Food,876.95
1751,Travel,4186.51
1752,Travel,175.02
1753,Food,4590.98
1754,Travel,1377.15
1755,Rent,2530.58
1756,Food,3409.06
1757,Travel,1868.61
1758,Utilities,2236.06
1759,Rent,2938.53
1760,Shopping,1727.8
1761,Shopping,3747.32
1762,Food,1432.5
1763,Rent,257.76
1764,Utilities,3901.35
1765,Travel,4286.98
1766,Travel,3391.7
1767,Shopping,3261.42
1768,Utilities,110.06
1769,Food,2375.75
1770,Travel,3240.38
1771,Utilities,4006.32
1772,Travel,1269.43
1773,Shopping,3566.58
1774,Shopping,2124.8
1775,Rent,4259.42
1776,Rent,1267.47
1777,Rent,1517.7
1778,Utilities,4123.31
1779,Rent,2926.59
1780,Food,2562.45
1781,Shopping,2811.67
1782,Utilities,3049.16
1783,Shopping,3425.22
1784,Rent,328.55
1785,Shopping,3206.57
1786,Shopping,1313.12
1787,Shopping,949.92
1788,Utilities,3829.72
1789,Food,4029.09
1790,Utilities,2026.45
1791,Shopping,3406.97
1792,Food,3280.45
1793,Shopping,1304.54
1794,Rent,2028.95
1795,Food,2919.29
1796,Utilities,4081.91
1797,Shopping,3635.48
1798,Travel,3434.73
1799,Rent,4533.57
1800,Shopping,2541.5
1801,Travel,4204.79
1802,Utilities,913.87
1803,Food,2359.2
1804,Shopping,3628.68
1805,Utilities,3816.96
1806,Travel,4735.15
1807,Shopping,3275.63
1808,Travel,1782.86
1809,Shopping,2108.16
1810,Shopping,1864.7
1811,Utilities,1477.32
1812,Food,2357.98
1813,Utilities,2905.76
1814,Utilities,365.37
1815,Travel,2507.38
1816,Rent,2653.89
1817,Rent,279.77
1818,Travel,695.45
1819,Travel,1719.92
1820,Utilities,4465.3
1821,Rent,724.69
1822,Travel,3896.92
1823,Rent,1669.82
1824,Travel,1573.94
1825,Food,33.52
1826,Shopping,1054.82
1827,Travel,2885.63
1828,Travel,2452.99
1829,Food,655.74
1830,Rent,3171.1
1831,Rent,2150.84
1832,Rent,1922.75
1833,Food,2673.58
1834,Shopping,4750.84
1835,Shopping,3786.67
1836,Utilities,960.98
1837,Food,3137.17
1838,Travel,1139.07
1839,Shopping,1567.34
1840,Food,1923.92
1841,Utilities,1537.51
1842,Food,4120.98
1843,Shopping,4742.83
1844,Rent,3641.88
1845,Utilities,2625.35
1846,Rent,4440.99
1847,Travel,1720.24
1848,Rent,1802.66
1849,Travel,832.77
1850,Rent,105.43
1851,Travel,3638.57
1852,Travel,1063.84
1853,Food,2952.57
1854,Travel,624.58
1855,Food,1882.21
1856,Shopping,3858.54
1857,Utilities,252.45
1858,Food,3313.23
1859,Food,250.69
1860,Food,2089.71
1861,Rent,626.74
1862,Shopping,2377.24
1863,Travel,1035.42
1864,Food,1512.57
1865,Food,3315.79
1866,Shopping,3117.76
1867,Travel,2099.94
1868,Food,2562.81
1869,Utilities,597.5
1870,Food,3925.95
1871,Rent,1001.25
1872,Travel,3892.01
1873,Utilities,4865.87
1874,Shopping,3520.15
1875,Shopping,810.26
1876,Utilities,2486.81
1877,Travel,3444.14
1878,Rent,1659.71
1879,Food,73.62
1880,Food,4535.33
1881,Utilities,3348.42
1882,Travel,4747.74
1883,Utilities,384.49
1884,Food,4524.85
1885,Travel,2289.19
1886,Shopping,1327.98
1887,Food,508.05
1888,Travel,4371.96
1889,Shopping,1807.47
1890,Shopping,2135.72
1891,Food,484.04
1892,Food,58.26
1893,Travel,3320.14
1894,Travel,1650.02
1895,Rent,4775.89
1896,Shopping,4393.59
1897,Food,1869.38
1898,Shopping,922.52
1899,Rent,2007.25
1900,Rent,1366.45
1901,Rent,3452.61
1902,Rent,4001.5
1903,Travel,574.15
1904,Food,4908.03
1905,Travel,527.53
1906,Utilities,2418.55
1907,Utilities,3395.18
1908,Travel,3060.5
1909,Shopping,3060.68
1910,Travel,2420.57
1911,Rent,573.56
1912,Rent,2209.03
1913,Food,1315.45
1914,Shopping,71.68
1915,Utilities,3839.97
1916,Utilities,3621.63
1917,Travel,4889.7
1918,Shopping,2600.31
1919,Utilities,485.26
1920,Travel,2414.83
1921,Rent,751.79
1922,Utilities,4461.39
1923,Utilities,282.28
1924,Travel,2532.78
1925,Rent,4260.84
1926,Travel,383.58
1927,Rent,1609.96
1928,Shopping,4851.02
1929,Food,2539.58
1930,Utilities,3220.15
1931,Rent,4087.35
1932,Food,2300.88
1933,Utilities,2246.01
1934,Rent,2240.87
1935,Food,4903.55
1936,Food,522.19
1937,Rent,188.8
1938,Utilities,10.85
1939,Food,3961.0
1940,Utilities,3191.32
1941,Utilities,2816.04
1942,Rent,4752.27
1943,Shopping,4128.3
1944,Travel,4223.14
1945,Shopping,2805.15
1946,Utilities,3003.76
1947,Shopping,3582.41
1948,Food,496.21
1949,Travel,20.96
1950,Shopping,4151.12
1951,Shopping,2742.98
1952,Shopping,3513.46
1953,Food,4485.42
1954,Rent,710.84
1955,Rent,543.74
1956,Utilities,987.65
1957,Food,4651.78
1958,Rent,1085.79
1959,Travel,3586.77
1960,Food,3788.18
1961,Food,4633.87
1962,Utilities,624.86
1963,Rent,2292.37
1964,Utilities,4781.39
1965,Travel,4819.64
1966,Food,2656.52
1967,Food,2770.6
1968,Rent,4195.69
1969,Rent,4622.61
1970,Travel,3462.17
1971,Travel,3655.17
1972,Travel,526.73
1973,Utilities,3034.74
1974,Shopping,2525.51
1975,Rent,2099.14
1976,Utilities,4580.39
1977,Travel,1375.24
1978,Shopping,4852.75
1979,Rent,4025.94
1980,Travel,2069.6
1981,Utilities,1501.58
1982,Utilities,4304.93
1983,Utilities,3166.59
1984,Travel,1056.47
1985,Shopping,3436.19
1986,Travel,4906.86
1987,Travel,2524.43
1988,Shopping,3554.66
1989,Shopping,2815.78
1990,Utilities,2857.48
1991,Rent,3374.47
1992,Utilities,1436.78
1993,Rent,4043.44
1994,Utilities,541.29
1995,Rent,735.18
1996,Food,1007.51
1997,Travel,4917.83
1998,Shopping,740.68
1999,Food,3456.07
2000,Shopping,1027.96
2001,Utilities,171.21
2002,Rent,521.38
2003,Utilities,4325.56
2004,Utilities,1950.54
2005,Utilities,3923.69
2006,Shopping,3467.75
2007,Food,4633.16
2008,Rent,2088.67
2009,Shopping,4829.51
2010,Food,74.7
2011,Shopping,1023.41
2012,Rent,4151.62
2013,Shopping,3777.99
2014,Utilities,3694.87
2015,Travel,3882.97
2016,Travel,1477.95
2017,Travel,4917.43
2018,Food,943.01
2019,Travel,3678.05
2020,Food,1892.22
2021,Rent,1402.77
2022,Shopping,659.03
2023,Utilities,4231.61
2024,Food,1659.51
2025,Travel,209.3
2026,Shopping,2988.43
2027,Utilities,4217.27
2028,Shopping,2457.85
2029,Utilities,2755.3
2030,Food,3922.32
2031,Shopping,2631.72
2032,Travel,2607.83
2033,Utilities,805.26
2034,Utilities,2689.81
2035,Food,1753.52
2036,Travel,3320.04
2037,Shopping,1810.38
2038,Travel,4752.04
2039,Utilities,2657.19
2040,Utilities,4120.21
2041,Food,582.46
2042,Shopping,2233.88
2043,Utilities,4593.85
2044,Travel,4794.9
2045,Shopping,1913.05
2046,Food,1935.52
2047,Utilities,3622.64
2048,Food,4557.57
2049,Shopping,2576.4
2050,Utilities,2233.33
2051,Food,1489.21
2052,Travel,1608.36
2053,Food,4741.58
2054,Travel,4858.43
2055,Utilities,2670.7
2056,Food,1061.8
2057,Travel,4326.1
2058,Rent,4179.97
2059,Travel,2693.39
2060,Rent,3236.34
2061,Food,3736.99
2062,Travel,128.53
2063,Shopping,199.05
2064,Food,280.8
2065,Shopping,2794.84
2066,Utilities,4109.88
2067,Shopping,2044.09
2068,Rent,3154.78
2069,Rent,1588.86
2070,Rent,3369.76
2071,Utilities,39.44
2072,Utilities,325.56
2073,Utilities,237.13
2074,Food,1794.92
2075,Utilities,539.62
2076,Shopping,3036.76
2077,Shopping,3828.72
2078,Rent,1913.25
2079,Food,2375.2
2080,Utilities,1107.13
2081,Rent,3985.88
2082,Utilities,1481.94
2083,Travel,1497.3
2084,Shopping,4787.38
2085,Food,2772.09
2086,Utilities,715.46
2087,Food,35.1
2088,Utilities,1976.47
2089,Utilities,4735.43
2090,Shopping,1058.16
2091,Shopping,1066.57
2092,Utilities,720.85
2093,Travel,1111.73
2094,Shopping,979.69
2095,Travel,3358.18
2096,Utilities,4262.73
2097,Utilities,2311.71
2098,Utilities,374.99
2099,Food,1260.93
2100,Travel,3630.69
2101,Rent,4758.18
2102,Shopping,649.79
2103,Travel,509.22
2104,Utilities,358.35
2105,Travel,1595.75
2106,Rent,1648.45
2107,Shopping,3470.36
2108,Travel,2832.1
2109,Shopping,4040.42
2110,Rent,851.51
2111,Shopping,1238.41
2112,Travel,3563.87
2113,Rent,1390.63
2114,Shopping,680.19
2115,Shopping,4390.65
2116,Rent,2232.34
2117,Shopping,2439.99
2118,Food,887.09
2119,Utilities,419.05
2120,Shopping,4294.98
2121,Travel,4457.57
2122,Travel,1323.54
2123,Food,3639.85
2124,Food,4249.44
2125,Food,4065.09
2126,Utilities,2031.62
2127,Utilities,1071.68
2128,Food,2762.45
2129,Utilities,4470.99
2130,Utilities,2365.8
2131,Travel,1835.43
2132,Travel,4458.27
2133,Utilities,3668.8
2134,Shopping,678.07
2135,Utilities,2556.96
2136,Rent,1825.69
2137,Food,3316.77
2138,Utilities,3423.97
2139,Utilities,710.45
2140,Travel,903.93
2141,Utilities,3300.47
2142,Travel,3682.24
2143,Rent,4696.48
2144,Food,1101.91
2145,Rent,1166.43
2146,Shopping,1853.48
2147,Food,3346.24
2148,Utilities,4539.55
2149,Shopping,1946.58
2150,Rent,4408.94
2151,Food,4903.14
2152,Shopping,525.09
2153,Utilities,3171.5
2154,Shopping,4176.01
2155,Shopping,2897.37
2156,Utilities,877.51
2157,Rent,1832.83
2158,Food,2588.15
2159,Rent,4863.64
2160,Travel,2586.7
2161,Shopping,4088.01
2162,Shopping,2439.44
2163,Rent,4436.99
2164,Food,2514.17
2165,Travel,2205.09
2166,Travel,394.67
2167,Shopping,1065.47
2168,Travel,795.21
2169,Utilities,3589.34
2170,Food,3308.94
2171,Rent,4057.75
2172,Food,2412.77
2173,Rent,2400.32
2174,Utilities,814.62
2175,Rent,122.01
2176,Food,648.15
2177,Utilities,814.03
2178,Utilities,205.56
2179,Utilities,742.86
2180,Travel,1298.72
2181,Travel,2588.04
2182,Rent,3000.79
2183,Utilities,3191.74
2184,Shopping,4736.8
2185,Travel,2251.52
2186,Rent,4337.84
2187,Travel,1104.63
2188,Rent,3008.19
2189,Utilities,4104.06
2190,Travel,3119.83
2191,Utilities,1329.96
2192,Shopping,4612.54
2193,Utilities,2957.07
2194,Travel,1897.27
2195,Travel,551.76
2196,Travel,2618.33
2197,Utilities,3425.0
2198,Travel,3031.5
2199,Travel,2384.59
2200,Utilities,3003.07
2201,Utilities,2521.61
2202,Food,475.02
2203,Travel,4510.9
2204,Utilities,4139.33
2205,Rent,2615.0
2206,Shopping,4375.37
2207,Utilities,2150.49
